X,Y,id,osm_id,z_order,office,name,name:en,building,addr:housenumber,addr:housename,addr:street,addr:city,addr:state,addr:postcode,addr:place,addr:country,addr:hamlet,addr:suburb,addr:subdistrict,addr:district,addr:province,website,contact:website,phone,contact:phone,opening_hours,brand
-105.275987667119892,40.007170984206539,291168,2704329999,0,company,Spark Boulder,,,,,,,,,,,,,,,,,,,,,
-105.273102280771454,40.007114993093353,291172,2703445646,0,educational_institution,History Department,,,,,,,,,,,,,,,,,,,,,
-105.273103705694993,40.007129074690681,291171,2703445645,0,educational_institution,English Department,,,,,,,,,,,,,,,,,,,,,
-105.272403649141935,40.00764187952683,291891,2703445647,0,educational_institution,Philosophy Department,,,,,,,,,,,,,,,,,,,,,
-105.272444301372332,40.007112729979497,291892,2703445644,0,educational_institution,Linguistics Department,,,,,,,,,,,,,,,,,,,,,
-105.262662620368843,40.007297970039616,291166,2700439016,0,educational_institution,Engineering Center,,,,,,,,,,,,,,,,,,,,,
