X,Y,id,osm_id,z_order,leisure,name,name:en,type,brand,access,harbour,water,sport,barrier,ele,building,surface
-105.27078862403846,40.010245969204789,347727,4365728860,0,picnic_table,,,,,,,,,,,,
-105.27008873512348,40.008640499470914,471939,5229621524,0,picnic_table,,,,,,,,,,,,
-105.270820139994399,40.010246472118979,347728,4365728861,0,picnic_table,,,,,,,,,,,,
-105.270847632636801,40.010272623656874,347729,4365728865,0,picnic_table,,,,,,,,,,,,
-105.270728777249801,40.010554087965431,347731,4365791062,0,picnic_table,,,,,,,,,,,,
-105.27021781643235,40.010914174525766,474464,5248777968,0,park,pipe town,,,,,,,,,,,
